x1	x2	y
-0.748153144408251	1.21564917831167	0
-1.3507081844636	0.316004926485904	0
0.866559598104043	2.68293193404862	0
-2.47313656231019	1.57250299571689	0
0.211698886918021	2.51920266915509	0
-1.83473501070183	0.735254817300247	0
0.497669517634484	2.42795310793692	0
-2.00001320993723	0.471739539642502	0
-0.478317869865712	0.757131823507778	0
0.220076781304238	3.4876992411843	0
-1.32430537323729	-0.11201718600863	0
0.256882098232907	0.675741344643294	0
-0.364279733076395	1.54188997412624	0
-1.3831127103057	0.233176994353777	0
-2.30435090549109	0.73863995424174	0
-2.70667933655621	-0.183702548632469	0
-0.0208935268218289	2.24462477088739	0
-0.660879909909636	2.27551853411146	0
0.354181633408532	1.62893567183753	0
0.067748015985025	0.636296560688892	0
-0.19288502998871	-0.0863127951607234	0
-1.50198168531384	1.87911310522677	0
1.22717548527256	3.02657938219803	0
-1.30362632788587	2.49960812724237	0
-1.69474284949282	0.212587381621391	0
-1.80665235127328	1.92832511402211	0
-1.85741036538984	1.79989568620191	0
-0.147557507768756	2.28904878897628	0
-0.415019366036667	1.66323785313083	0
-1.00243697716068	1.46138446315333	0
-1.324980293079	-0.265589703893187	0
-1.6484088247177	2.10769765926922	0
-3.53931816676801	-1.61160920139045	0
-2.36895273051398	1.57161831966626	0
-1.34165451797357	0.676822943147856	0
-0.824588638905601	1.44022771521013	0
-0.549110405856944	1.76450594474952	0
-1.6045110645396	-0.510066405601077	0
-1.02910155626314	1.84788615316381	0
1.46395783526457	1.80655372117144	0
0.198442527733381	0.191319193573528	0
-2.09016924433047	0.218974425887949	0
-2.03128685289586	1.29132104107544	0
1.7540606028525	1.12655891532886	0
-3.04980511404763	-0.372103082130402	0
0.443252238993075	1.72846558943373	0
-1.16382321638444	-0.0585803725731699	0
-1.11486822082826	-1.49073705172857	0
0.191666364573382	0.864923736599265	0
0.408593489631658	2.54488092662572	0
-1.52824124391745	0.681263917388962	0
-0.195919411620635	1.00824826678531	0
-1.58954539949983	1.92821151875866	0
0.205606802436346	2.05259679108242	0
0.112966205459479	1.00774972728335	0
-0.400080667942513	2.16493742010886	0
-1.77262857010795	-1.15958974820663	0
-0.291529464283152	-0.325024542956526	0
-1.87086040044718	0.710274748245302	0
-0.932095949359739	2.81022780574021	0
-1.15720270737576	0.494192249065819	0
-1.61635034367242	1.68140448895156	0
-2.28812538957715	1.1850694952308	0
-0.94378044748706	2.69125216038096	0
-1.86558692827239	0.3604228849613	0
-0.333675601181789	1.72452317938499	0
-2.27446773225948	1.02842452082019	0
0.611761703000966	3.04388884262189	0
0.540761984309595	1.62615633775899	0
-1.03104359237965	2.25660640505897	0
-1.2408467372031	1.97778778632027	0
0.757978167780523	0.939855460839894	0
-2.0196982327085	-0.513927032495632	0
0.801132229945058	0.338564276472633	0
-2.70930842535321	-0.612918356471628	0
-0.82454228918564	-0.174370386328825	0
0.859248659097525	1.66193554890051	0
-0.523175721102786	2.7360833932388	0
-0.0542838735442811	2.21461728291811	0
-1.06550433790103	2.20637881636331	0
-0.727411632725844	0.604512908368518	0
-1.4136990170434	0.456516155397339	0
-2.24181822958415	1.24151609581846	0
-2.10789468989872	1.00685823234143	0
-2.15626532707423	-0.0794772837941007	0
-0.663669026399165	0.530679417869728	0
-1.00238339010018	2.03876886958853	0
-1.11993821447101	0.595138489815325	0
1.06742892328295	2.2736231397259	0
0.842385991769397	3.58801486360101	0
-2.28623239514105	-0.745730328447885	0
0.474360139079455	1.55287696684364	0
1.11006466566181	1.27166243820424	0
-1.7608530608215	0.991115709460123	0
0.220572063886037	2.34283101111959	0
-0.0214326898668806	1.46360880246384	0
-2.64643295502437	0.0773338881128114	0
-0.7430167701225	1.85352468700387	0
-0.377558951271919	2.35002241954973	0
-1.59184371531163	1.09959182165715	0
5.17663261875999	0.305840223703091	0
0.938906390168555	2.42784933659034	0
2.58648718455075	4.04701371421357	0
3.6151110661134	3.13742331806856	0
3.51593140743038	2.37285159436918	0
2.4481638399769	1.04850154317	0
3.10533085587874	2.74737628250084	0
3.21439550606989	0.799405134759721	0
1.65214910940398	2.54472194289734	0
